Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Observation
E12000005,West Midlands,16,British Overseas Territories,5,Economically inactive (excluding full-time students),21
E12000005,West Midlands,16,British Overseas Territories,6,Economically inactive and a full-time student,6
E12000005,West Midlands,17,No passport held,-8,Does not apply,308547
E12000005,West Midlands,17,No passport held,1,Economically active (excluding full-time students): In employment,182335
E12000005,West Midlands,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,28373
E12000005,West Midlands,17,No passport held,3,Economically active and a full-time student: In employment,3507
E12000005,West Midlands,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2208
E12000005,West Midlands,17,No passport held,5,Economically inactive (excluding full-time students),383507
E12000005,West Midlands,17,No passport held,6,Economically inactive and a full-time student,26408
E12000006,East of England,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000006,East of England,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000006,East of England,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000006,East of England,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000006,East of England,-8,Does not apply,5,Economically inactive (excluding full-time students),0
E12000006,East of England,-8,Does not apply,6,Economically inactive and a full-time student,0
E12000006,East of England,1,Europe: United Kingdom,-8,Does not apply,812161
E12000006,East of England,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,2428795
E12000006,East of England,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,92835
E12000006,East of England,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,53952
E12000006,East of England,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,16765
E12000006,East of England,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),1261878
E12000006,East of England,1,Europe: United Kingdom,6,Economically inactive and a full-time student,158484
E12000006,East of England,2,Europe: Ireland,-8,Does not apply,3303
E12000006,East of England,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,21068
E12000006,East of England,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,712
E12000006,East of England,2,Europe: Ireland,3,Economically active and a full-time student: In employment,467
E12000006,East of England,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,144
E12000006,East of England,2,Europe: Ireland,5,Economically inactive (excluding full-time students),13814
E12000006,East of England,2,Europe: Ireland,6,Economically inactive and a full-time student,1306
E12000006,East of England,3,Europe: Other Europe: EU Member countries,-8,Does not apply,64168
E12000006,East of England,3,Europe: Other Europe: EU Member countries,1,Economically active (excluding full-time students): In employment,234888
E12000006,East of England,3,Europe: Other Europe: EU Member countries,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9895
E12000006,East of England,3,Europe: Other Europe: EU Member countries,3,Economically active and a full-time student: In employment,10571
E12000006,East of England,3,Europe: Other Europe: EU Member countries,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2033
E12000006,East of England,3,Europe: Other Europe: EU Member countries,5,Economically inactive (excluding full-time students),41167
E12000006,East of England,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,14377
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,1808
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,8184
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,616
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,217
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,52
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),3288
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,641
E12000006,East of England,5,Africa: North Africa,-8,Does not apply,726
E12000006,East of England,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,1649
E12000006,East of England,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,223
E12000006,East of England,5,Africa: North Africa,3,Economically active and a full-time student: In employment,49
E12000006,East of England,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,29
E12000006,East of England,5,Africa: North Africa,5,Economically inactive (excluding full-time students),836
E12000006,East of England,5,Africa: North Africa,6,Economically inactive and a full-time student,224
E12000006,East of England,6,Africa: Central and Western Africa,-8,Does not apply,2107
E12000006,East of England,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,9573
E12000006,East of England,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,870
E12000006,East of England,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,1048
E12000006,East of England,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,371
E12000006,East of England,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),2277
E12000006,East of England,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,1225
E12000006,East of England,7,Africa: South and Eastern Africa,-8,Does not apply,1513
E12000006,East of England,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,8768
E12000006,East of England,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,604
E12000006,East of England,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,395
E12000006,East of England,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,118
E12000006,East of England,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),1990
E12000006,East of England,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,788
E12000006,East of England,8,Middle East and Asia: Middle East,-8,Does not apply,603
E12000006,East of England,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,1161
E12000006,East of England,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,118
E12000006,East of England,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,68
E12000006,East of England,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,26
E12000006,East of England,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),765
E12000006,East of England,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,424
E12000006,East of England,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1164
E12000006,East of England,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,5117
E12000006,East of England,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,220
E12000006,East of England,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,134
E12000006,East of England,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,36
E12000006,East of England,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),2008
E12000006,East of England,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,1483
E12000006,East of England,10,Middle East and Asia: Southern Asia,-8,Does not apply,7192
E12000006,East of England,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,26005
E12000006,East of England,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1707
E12000006,East of England,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,2208
E12000006,East of England,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,838
E12000006,East of England,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),12029
E12000006,East of England,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,2793
E12000006,East of England,11,Middle East and Asia: South-East Asia,-8,Does not apply,931
E12000006,East of England,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,8491
E12000006,East of England,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,348
E12000006,East of England,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,153
E12000006,East of England,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,59
E12000006,East of England,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),2309
E12000006,East of England,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,723
E12000006,East of England,12,Middle East and Asia: Central Asia,-8,Does not apply,23
E12000006,East of England,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,147
E12000006,East of England,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,10
E12000006,East of England,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,18
E12000006,East of England,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E12000006,East of England,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),62
E12000006,East of England,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,23
E12000006,East of England,13,The Americas and the Caribbean: North America,-8,Does not apply,5345
E12000006,East of England,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,14988
E12000006,East of England,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,471
E12000006,East of England,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,622
E12000006,East of England,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,79
E12000006,East of England,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),5438
E12000006,East of England,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,1462
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,918
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,5780
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,477
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,215
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,50
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),1772
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,443
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,308
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,4235
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,120
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,56
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,18
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),1064
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,178
E12000006,East of England,16,British Overseas Territories,-8,Does not apply,11
E12000006,East of England,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,14
E12000006,East of England,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E12000006,East of England,16,British Overseas Territories,3,Economically active and a full-time student: In employment,2
E12000006,East of England,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000006,East of England,16,British Overseas Territories,5,Economically inactive (excluding full-time students),7
E12000006,East of England,16,British Overseas Territories,6,Economically inactive and a full-time student,0
E12000006,East of England,17,No passport held,-8,Does not apply,281739
E12000006,East of England,17,No passport held,1,Economically active (excluding full-time students): In employment,162751
E12000006,East of England,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,18902
E12000006,East of England,17,No passport held,3,Economically active and a full-time student: In employment,3115
E12000006,East of England,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1684
E12000006,East of England,17,No passport held,5,Economically inactive (excluding full-time students),335373
E12000006,East of England,17,No passport held,6,Economically inactive and a full-time student,18649
E12000007,London,-8,Does not apply,-8,Does not apply,0
E12000007,London,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000007,London,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000007,London,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,-8,Does not apply,5,Economically inactive (excluding full-time students),0
E12000007,London,-8,Does not apply,6,Economically inactive and a full-time student,0
E12000007,London,1,Europe: United Kingdom,-8,Does not apply,1254128
E12000007,London,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,2964308
E12000007,London,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,194063
E12000007,London,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,75655
E12000007,London,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,29380
E12000007,London,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),1349233
E12000007,London,1,Europe: United Kingdom,6,Economically inactive and a full-time student,337575
E12000007,London,2,Europe: Ireland,-8,Does not apply,7734
E12000007,London,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,66006
E12000007,London,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3018
E12000007,London,2,Europe: Ireland,3,Economically active and a full-time student: In employment,1155
E12000007,London,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,367
E12000007,London,2,Europe: Ireland,5,Economically inactive (excluding full-time students),37739
E12000007,London,2,Europe: Ireland,6,Economically inactive and a full-time student,3984
E12000007,London,3,Europe: Other Europe: EU Member countries,-8,Does not apply,167953
E12000007,London,3,Europe: Other Europe: EU Member countries,1,Economically active (excluding full-time students): In employment,713575
E12000007,London,3,Europe: Other Europe: EU Member countries,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,46481
E12000007,London,3,Europe: Other Europe: EU Member countries,3,Economically active and a full-time student: In employment,37231
E12000007,London,3,Europe: Other Europe: EU Member countries,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,8594
E12000007,London,3,Europe: Other Europe: EU Member countries,5,Economically inactive (excluding full-time students),131458
E12000007,London,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,64035
E12000007,London,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,9434
E12000007,London,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,46047
E12000007,London,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3682
E12000007,London,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,1246
E12000007,London,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,550
E12000007,London,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),16036
E12000007,London,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,5116
E12000007,London,5,Africa: North Africa,-8,Does not apply,1819
E12000007,London,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,6633
E12000007,London,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1147
E12000007,London,5,Africa: North Africa,3,Economically active and a full-time student: In employment,194
E12000007,London,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,192
E12000007,London,5,Africa: North Africa,5,Economically inactive (excluding full-time students),4979
E12000007,London,5,Africa: North Africa,6,Economically inactive and a full-time student,1348
E12000007,London,6,Africa: Central and Western Africa,-8,Does not apply,5513
E12000007,London,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,39882
E12000007,London,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4565
E12000007,London,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,3107
E12000007,London,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1068
E12000007,London,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),14838
E12000007,London,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,4790
E12000007,London,7,Africa: South and Eastern Africa,-8,Does not apply,2094
E12000007,London,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,19930
E12000007,London,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1730
E12000007,London,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,679
E12000007,London,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,325
E12000007,London,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),5817
E12000007,London,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,1797
E12000007,London,8,Middle East and Asia: Middle East,-8,Does not apply,3597
E12000007,London,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,7696
E12000007,London,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,896
E12000007,London,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,413
E12000007,London,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,265
E12000007,London,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),5914
E12000007,London,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,3039
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,5884
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,30841
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1254
E12000007,London,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,897
E12000007,London,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,408
E12000007,London,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),10352
E12000007,London,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,9097
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,26519
E12000007,London,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,102267
E12000007,London,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9087
E12000007,London,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,7080
E12000007,London,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3116
E12000007,London,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),65510
E12000007,London,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,14000
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,2312
E12000007,London,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,27662
E12000007,London,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1359
E12000007,London,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,604
E12000007,London,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,303
E12000007,London,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),8247
E12000007,London,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,3934
E12000007,London,12,Middle East and Asia: Central Asia,-8,Does not apply,352
E12000007,London,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,1213
E12000007,London,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,118
E12000007,London,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,98
E12000007,London,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,57
E12000007,London,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),419
E12000007,London,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,300
E12000007,London,13,The Americas and the Caribbean: North America,-8,Does not apply,6590
E12000007,London,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,36455
E12000007,London,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1466
E12000007,London,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,1045
E12000007,London,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,509
E12000007,London,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),7702
E12000007,London,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,4085
E12000007,London,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,5087
E12000007,London,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,43736
E12000007,London,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4707
E12000007,London,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,1575
E12000007,London,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,527
E12000007,London,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),13487
E12000007,London,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,3690
E12000007,London,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,1532
E12000007,London,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,30338
E12000007,London,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,787
E12000007,London,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,262
E12000007,London,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,67
E12000007,London,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),3118
E12000007,London,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,694
E12000007,London,16,British Overseas Territories,-8,Does not apply,11
E12000007,London,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,34
E12000007,London,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9
E12000007,London,16,British Overseas Territories,3,Economically active and a full-time student: In employment,0
E12000007,London,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E12000007,London,16,British Overseas Territories,5,Economically inactive (excluding full-time students),21
E12000007,London,16,British Overseas Territories,6,Economically inactive and a full-time student,12
E12000007,London,17,No passport held,-8,Does not apply,193053
E12000007,London,17,No passport held,1,Economically active (excluding full-time students): In employment,75965
E12000007,London,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,14416
E12000007,London,17,No passport held,3,Economically active and a full-time student: In employment,2524
E12000007,London,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1428
E12000007,London,17,No passport held,5,Economically inactive (excluding full-time students),173855
E12000007,London,17,No passport held,6,Economically inactive and a full-time student,17706
E12000008,South East,-8,Does not apply,-8,Does not apply,0
E12000008,South East,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000008,South East,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000008,South East,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000008,South East,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000008,South East,-8,Does not apply,5,Economically inactive (excluding full-time students),0
E12000008,South East,-8,Does not apply,6,Economically inactive and a full-time student,0
E12000008,South East,1,Europe: United Kingdom,-8,Does not apply,1231333
E12000008,South East,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,3645951
E12000008,South East,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,140298
E12000008,South East,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,88786
