Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,-8,Does not apply,1731
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",767
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1474
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,3,L7: Intermediate occupations,1024
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,1476
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,787
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,1870
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,7,L13: Routine occupations,4473
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,2351
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,9,L15: Full-time students,1569
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,-8,Does not apply,63281
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",14772
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",23039
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,13581
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,21000
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,14847
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,24990
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,7,L13: Routine occupations,66555
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,12067
E12000005,West Midlands,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,9,L15: Full-time students,28615
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,-8,Does not apply,70
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",45
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",46
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,3,L7: Intermediate occupations,34
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,57
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,22
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,55
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,7,L13: Routine occupations,74
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,125
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,9,L15: Full-time students,58
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,-8,Does not apply,2601
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",783
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",887
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,447
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,1123
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,356
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,689
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,7,L13: Routine occupations,1324
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,1299
E12000005,West Midlands,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,9,L15: Full-time students,1014
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,5,Africa: North Africa,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,-8,Does not apply,26
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",23
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",8
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,3,L7: Intermediate occupations,9
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,12
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,5
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,8
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,7,L13: Routine occupations,29
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,108
E12000005,West Midlands,5,Africa: North Africa,1,Disabled under the Equality Act,9,L15: Full-time students,32
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,-8,Does not apply,1279
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",715
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",237
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,118
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,124
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,108
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,150
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,7,L13: Routine occupations,295
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,1258
E12000005,West Midlands,5,Africa: North Africa,2,Not disabled under the Equality Act,9,L15: Full-time students,496
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,6,Africa: Central and Western Africa,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,-8,Does not apply,69
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",52
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",66
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,3,L7: Intermediate occupations,49
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,32
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,20
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,148
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,7,L13: Routine occupations,92
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,181
E12000005,West Midlands,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,9,L15: Full-time students,91
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,-8,Does not apply,2629
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1392
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1516
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,963
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,789
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,448
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,2740
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,7,L13: Routine occupations,2379
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,2096
E12000005,West Midlands,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,9,L15: Full-time students,3427
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,7,Africa: South and Eastern Africa,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,-8,Does not apply,35
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",46
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",114
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,3,L7: Intermediate occupations,63
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,50
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,27
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,126
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,7,L13: Routine occupations,65
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,193
E12000005,West Midlands,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,9,L15: Full-time students,91
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,-8,Does not apply,1060
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",906
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1714
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,747
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,613
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,290
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,1454
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,7,L13: Routine occupations,766
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,1047
E12000005,West Midlands,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,9,L15: Full-time students,1338
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,8,Middle East and Asia: Middle East,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,-8,Does not apply,26
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",32
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",17
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,3,L7: Intermediate occupations,12
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,23
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,5
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,8
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,7,L13: Routine occupations,22
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,274
E12000005,West Midlands,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,9,L15: Full-time students,61
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,-8,Does not apply,998
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",527
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",196
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,164
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,193
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,99
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,130
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,7,L13: Routine occupations,290
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,1378
E12000005,West Midlands,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,9,L15: Full-time students,1147
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,-8,Does not apply,13
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",53
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",37
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,13
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,23
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,32
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,18
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,26
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,44
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,9,L15: Full-time students,96
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,-8,Does not apply,1153
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1423
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1092
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,532
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,644
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,610
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,455
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,431
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,840
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,2130
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,-8,Does not apply,203
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",228
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",265
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,178
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,592
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,226
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,652
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,1538
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,4305
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,9,L15: Full-time students,244
