Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Disability (3 categories) Code,Disability (3 categories),Observation
E12000006,East of England,3,Europe: Other Europe: EU Member countries,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,32104
E12000006,East of England,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,948
E12000006,East of England,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,13429
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,1,Disabled under the Equality Act,49
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,2,Not disabled under the Equality Act,1759
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,269
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,7915
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,32
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,584
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,17
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,199
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,3
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,49
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,395
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,2893
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,57
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,584
E12000006,East of England,5,Africa: North Africa,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,5,Africa: North Africa,-8,Does not apply,1,Disabled under the Equality Act,15
E12000006,East of England,5,Africa: North Africa,-8,Does not apply,2,Not disabled under the Equality Act,711
E12000006,East of England,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,53
E12000006,East of England,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,1595
E12000006,East of England,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,14
E12000006,East of England,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,209
E12000006,East of England,5,Africa: North Africa,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,5,Africa: North Africa,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,4
E12000006,East of England,5,Africa: North Africa,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,47
E12000006,East of England,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,2
E12000006,East of England,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,27
E12000006,East of England,5,Africa: North Africa,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,5,Africa: North Africa,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,106
E12000006,East of England,5,Africa: North Africa,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,730
E12000006,East of England,5,Africa: North Africa,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,5,Africa: North Africa,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,30
E12000006,East of England,5,Africa: North Africa,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,194
E12000006,East of England,6,Africa: Central and Western Africa,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,6,Africa: Central and Western Africa,-8,Does not apply,1,Disabled under the Equality Act,43
E12000006,East of England,6,Africa: Central and Western Africa,-8,Does not apply,2,Not disabled under the Equality Act,2063
E12000006,East of England,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,264
E12000006,East of England,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,9309
E12000006,East of England,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,38
E12000006,East of England,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,832
E12000006,East of England,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,24
E12000006,East of England,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,1024
E12000006,East of England,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,10
E12000006,East of England,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,361
E12000006,East of England,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,326
E12000006,East of England,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,1951
E12000006,East of England,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,39
E12000006,East of England,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1186
E12000006,East of England,7,Africa: South and Eastern Africa,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,7,Africa: South and Eastern Africa,-8,Does not apply,1,Disabled under the Equality Act,57
E12000006,East of England,7,Africa: South and Eastern Africa,-8,Does not apply,2,Not disabled under the Equality Act,1456
E12000006,East of England,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,483
E12000006,East of England,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,8285
E12000006,East of England,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,49
E12000006,East of England,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,555
E12000006,East of England,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,16
E12000006,East of England,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,379
E12000006,East of England,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,11
E12000006,East of England,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,107
E12000006,East of England,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,470
E12000006,East of England,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,1520
E12000006,East of England,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,58
E12000006,East of England,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,730
E12000006,East of England,8,Middle East and Asia: Middle East,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,8,Middle East and Asia: Middle East,-8,Does not apply,1,Disabled under the Equality Act,16
E12000006,East of England,8,Middle East and Asia: Middle East,-8,Does not apply,2,Not disabled under the Equality Act,587
E12000006,East of England,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,55
E12000006,East of England,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,1106
E12000006,East of England,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,6
E12000006,East of England,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,109
E12000006,East of England,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,2
E12000006,East of England,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,66
E12000006,East of England,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,4
E12000006,East of England,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,22
E12000006,East of England,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,128
E12000006,East of England,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,637
E12000006,East of England,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,23
E12000006,East of England,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,399
E12000006,East of England,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,Disabled under the Equality Act,13
E12000006,East of England,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,Not disabled under the Equality Act,1151
E12000006,East of England,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,170
E12000006,East of England,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,4947
E12000006,East of England,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,11
E12000006,East of England,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,210
E12000006,East of England,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,11
E12000006,East of England,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,123
E12000006,East of England,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,2
E12000006,East of England,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,34
E12000006,East of England,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,140
E12000006,East of England,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,1868
E12000006,East of England,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,50
E12000006,East of England,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1433
E12000006,East of England,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,Disabled under the Equality Act,171
E12000006,East of England,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,Not disabled under the Equality Act,7023
E12000006,East of England,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,815
E12000006,East of England,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,25190
E12000006,East of England,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,88
E12000006,East of England,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,1619
E12000006,East of England,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,39
E12000006,East of England,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,2169
E12000006,East of England,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,20
E12000006,East of England,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,817
E12000006,East of England,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,1907
E12000006,East of England,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,10122
E12000006,East of England,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,85
E12000006,East of England,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,2708
E12000006,East of England,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,Disabled under the Equality Act,18
E12000006,East of England,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,Not disabled under the Equality Act,913
E12000006,East of England,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,252
E12000006,East of England,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,8239
E12000006,East of England,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,19
E12000006,East of England,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,329
E12000006,East of England,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,7
E12000006,East of England,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,146
E12000006,East of England,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,3
E12000006,East of England,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,56
E12000006,East of England,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,234
E12000006,East of England,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,2072
E12000006,East of England,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,48
E12000006,East of England,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,674
E12000006,East of England,12,Middle East and Asia: Central Asia,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,12,Middle East and Asia: Central Asia,-8,Does not apply,1,Disabled under the Equality Act,1
E12000006,East of England,12,Middle East and Asia: Central Asia,-8,Does not apply,2,Not disabled under the Equality Act,22
E12000006,East of England,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,3
E12000006,East of England,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,144
E12000006,East of England,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000006,East of England,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,10
E12000006,East of England,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,1
E12000006,East of England,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,17
E12000006,East of England,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000006,East of England,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,3
E12000006,East of England,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,1
E12000006,East of England,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,60
E12000006,East of England,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,1
E12000006,East of England,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,22
E12000006,East of England,13,The Americas and the Caribbean: North America,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,13,The Americas and the Caribbean: North America,-8,Does not apply,1,Disabled under the Equality Act,146
E12000006,East of England,13,The Americas and the Caribbean: North America,-8,Does not apply,2,Not disabled under the Equality Act,5199
E12000006,East of England,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,987
E12000006,East of England,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,14001
E12000006,East of England,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,56
E12000006,East of England,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,415
E12000006,East of England,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,60
E12000006,East of England,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,562
E12000006,East of England,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,18
E12000006,East of England,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,60
E12000006,East of England,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,1148
