England and Wales Code,England and Wales,Highest level of qualification (8 categories) Code,Highest level of qualification (8 categories),Passports held (18 categories) Code,Passports held (18 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Disability (3 categories) Code,Disability (3 categories),Observation
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,38
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,573
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,12
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,100
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,10
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,169
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,9,9. Elementary occupations,1,Disabled under the Equality Act,20
K04000001,England and Wales,3,Apprenticeship,7,Africa: South and Eastern Africa,9,9. Elementary occupations,2,Not disabled under the Equality Act,234
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,-8,Does not apply,1,Disabled under the Equality Act,135
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,-8,Does not apply,2,Not disabled under the Equality Act,933
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,4
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,44
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,2,2. Professional occupations,1,Disabled under the Equality Act,4
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,2,2. Professional occupations,2,Not disabled under the Equality Act,50
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,2
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,27
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,1
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,28
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,1,Disabled under the Equality Act,3
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,79
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,5
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,39
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,4
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,58
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,4
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,42
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,9,9. Elementary occupations,1,Disabled under the Equality Act,10
K04000001,England and Wales,3,Apprenticeship,8,Middle East and Asia: Middle East,9,9. Elementary occupations,2,Not disabled under the Equality Act,74
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,Disabled under the Equality Act,80
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,Not disabled under the Equality Act,1029
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,11
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,153
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,1,Disabled under the Equality Act,1
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,76
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,3
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,78
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,72
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,22
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,462
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,3
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,84
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,4
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,119
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,29
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,6
K04000001,England and Wales,3,Apprenticeship,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,171
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,Disabled under the Equality Act,654
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,Not disabled under the Equality Act,4469
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,13
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,429
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,2,2. Professional occupations,1,Disabled under the Equality Act,9
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,336
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,19
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,454
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,19
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,280
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,46
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,888
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,26
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,807
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,38
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,718
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,44
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,882
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,60
K04000001,England and Wales,3,Apprenticeship,10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,1488
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,Disabled under the Equality Act,74
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,Not disabled under the Equality Act,798
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,6
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,80
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,2,2. Professional occupations,1,Disabled under the Equality Act,4
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,81
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,3
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,89
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,2
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,60
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,6
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,267
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,24
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,449
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,5
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,90
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,66
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,15
K04000001,England and Wales,3,Apprenticeship,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,258
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,-8,Does not apply,1,Disabled under the Equality Act,3
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,-8,Does not apply,2,Not disabled under the Equality Act,33
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,8
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,2,2. Professional occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,3
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,2
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,3
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,2
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,8
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,6
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,1
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,1
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,1
K04000001,England and Wales,3,Apprenticeship,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,5
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,-8,Does not apply,1,Disabled under the Equality Act,250
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,-8,Does not apply,2,Not disabled under the Equality Act,536
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,8
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,99
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,2,2. Professional occupations,1,Disabled under the Equality Act,2
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,2,2. Professional occupations,2,Not disabled under the Equality Act,81
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,12
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,164
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,7
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,72
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,1,Disabled under the Equality Act,20
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,209
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,4
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,90
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,3
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,43
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,8
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,61
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,1,Disabled under the Equality Act,4
K04000001,England and Wales,3,Apprenticeship,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,2,Not disabled under the Equality Act,66
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,1,Disabled under the Equality Act,438
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,2,Not disabled under the Equality Act,2004
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,8
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,186
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,1,Disabled under the Equality Act,10
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,2,Not disabled under the Equality Act,152
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,16
K04000001,England and Wales,3,Apprenticeship,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,224
