,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E12000002,North West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,157
E12000002,North West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,146
E12000002,North West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,163
E12000002,North West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",128
E12000002,North West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,132
E12000002,North West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",117
E12000002,North West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,9,9. Elementary occupations,228
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,2. Professional occupations,0
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,5,5. Skilled trades occupations,0
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000002,North West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,9,9. Elementary occupations,0
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,-8,Does not apply,338
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",25
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,2,2. Professional occupations,47
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,26
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,7
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,5,5. Skilled trades occupations,32
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",8
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,15
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",1
E12000002,North West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,9,9. Elementary occupations,21
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,-8,Does not apply,6480
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",826
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,2,2. Professional occupations,1398
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,585
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,365
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,940
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",187
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,464
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",65
E12000002,North West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,9,9. Elementary occupations,551
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,2. Professional occupations,0
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,5,5. Skilled trades occupations,0
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000002,North West,10,Middle East and Asia: Southern Asia,-8,Does not apply,9,9. Elementary occupations,0
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,-8,Does not apply,4374
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",128
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,2,2. Professional occupations,144
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,47
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,77
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,5,5. Skilled trades occupations,73
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",85
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,155
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",156
E12000002,North West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,9,9. Elementary occupations,178
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,-8,Does not apply,37092
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",1910
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,2,2. Professional occupations,7704
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,1238
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,1311
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,1772
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",1942
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,2930
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",2963
E12000002,North West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,9,9. Elementary occupations,4207
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,2. Professional occupations,0
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,5,5. Skilled trades occupations,0
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000002,North West,11,Middle East and Asia: South-East Asia,-8,Does not apply,9,9. Elementary occupations,0
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,-8,Does not apply,220
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",10
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,2,2. Professional occupations,43
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,16
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,11
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,5,5. Skilled trades occupations,7
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",19
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,12
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",8
E12000002,North West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,9,9. Elementary occupations,20
E12000002,North West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,-8,Does not apply,3544
E12000002,North West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",282
E12000002,North West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,2,2. Professional occupations,1881
E12000002,North West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,362
